wallet,asset,symbol,block,collateral
0x267ed5f71ee47d3e45bb1569aa37889a2d10f91e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,24857472,12448.329894135204
0x084caf1bf60e49aec07ec4148a3f1f0f57fd11eb,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,24857472,646170.680738
0xf7462251c14d2fb83c7ab96367a7985423c83010,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,rsETH,24857472,75522.49768732712
0x1a515961e553f6c3e1b1d9e7d9ae841f38555585,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,24857472,3.447683253064563
0x1a515961e553f6c3e1b1d9e7d9ae841f38555585,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,rsETH,24857472,65.00000020100515
